identifier, premises_name, premises_number, premises_category, application_date, psu_registration_number, supervising_pharmacist, district, region, street_or_road
147, ASG EYE HOSPITAL PRIVATE LIMITED, NDA/PRE/RTP/1559, Retail Pharmacy, 27/08/2018, 1243, TRACY WANDERA, KAMPALA, Central Region - Nakawa, Kyadondo Road
148, Ashley Pharmaceuticals Ltd, NDA/PRE/RTP/0907, Retail Pharmacy, 11/01/2018, 622, LEO ATWINE, Kabarole, Western Region - Hoima, MALL ULG009
149, Asiima Agric Concern Ltd, NDA/PRE/RTP/1695, Retail Pharmacy, 06/12/2017, 1165, HENRY KADUYU, KAMPALA, Central Region - Nakawa, Entebbe Rd
150, ASPA MEDICAL SUPPLIES LTD, NDA/PRE/RTP/1889, Retail Pharmacy, 04/05/2018, 1255, GASTER SEMWANGA, Isingiro, South Western Region - Mbarara, KIKAGATI RD
151, ASSURED PHARMACY AND COMMUNITY HEALTH SERVICE, NDA/PRE/RTP/2548, Retail Pharmacy, 21/11/2017, 923, NICHOLAS KWARIJA, KAMPALA, Central Region - Nakawa, MASAKA RD
152, ASTEL DIAGNOSTICS (U) LIMITED, NDA/PRE/PMA/3308, Pharmaceutical Manufacturer A, 07/03/2018, 9417, kamukama sarah, KAMPALA, Central Region - Nakawa, Jinja road
153, ASTEL DIAGNOSTICS (U) LTD, NDA/PRE/MDV/3328, Medical Devices, 15/03/2018, 9417, kamukama sarah, KAMPALA, Central Region - Nakawa, BUKASA ROAD
154, ASTER INVESTMENT (U) LIMITED, NDA/PRE/MDV/3154, Medical Devices, 21/12/2017, 12955, LYDIA KULISOMA, KAMPALA, Central Region - Nakawa, ARUA PARK
155, ASTER INVESTMENT (U) LIMITED, NDA/PRE/RTP/1188, Retail Pharmacy, 19/03/2018, 1098, ANEES KAJA, KAMPALA, Central Region - Nakawa, ALBERT COOK RD
156, ASTHA HEALTH CARE LIMITED, NDA/PRE/WHP/3670, Wholesale Pharmacy, 22/08/2018, 988, OKIDI P OKELLO, WAKISO, Central Region - Nakawa, BOMBO ROAD
157, Astra Pharma - Yash branch, NDA/PRE/WHP/2200, Wholesale Pharmacy, 11/11/2017, 770, Nabunya Ajiri, KAMPALA, Central Region - Nakawa, Wilson Street
158, ASTRA PHARMA (U) LIMITED, NDA/PRE/WHP/0093, Wholesale Pharmacy, 13/10/2017, 325, OTIM ETURA, KAMPALA, Central Region - Nakawa, WILSON LANE
159, ASTRA PHARMA (U) LTD, NDA/PRE/EXT/2157, External Store, 01/02/2018, 325, OTIM ETURA, WAKISO, Central Region - Nakawa, Off Entebbe Road
160, Astra Pharma (U) Ltd - Kapasi, NDA/PRE/WHP/2443, Wholesale Pharmacy, 11/11/2017, 468, DENIS KIBIRA, KAMPALA, Central Region - Nakawa, Wilson Rd
161, Astra Pharma (U) Ltd Johnstone Street, NDA/PRE/WHP/0222, Wholesale Pharmacy, 29/11/2017, 614, ISMAIL SSEKANDI, KAMPALA, Central Region - Nakawa, Johnson Street
162, ATHOLERE PHARMACEUTICALS LTD, NDA/PRE/WHP/1820, Wholesale Pharmacy, 01/07/2018, 1220, NURU MUGIDE, Mbarara, South Western Region - Mbarara, Mukirane Street
163, ATOM PHARMACY, NDA/PRE/RTP/1656, Retail Pharmacy, 05/01/2018, 919, HERBERT MUTESIGENSI, WAKISO, Central Region - Nakawa, Bombo Rd
164, AUKLET PHARMACY, NDA/PRE/RTP/1851, Retail Pharmacy, 18/04/2018, 795, Angela Semukutu, WAKISO, Central Region - Nakawa, GOMBE DIVISION
165, Avante Medical Supplies Ltd, NDA/PRE/RTP/0067, Retail Pharmacy, 30/11/2017, 679, ANTHONY BATAMYE, KAMPALA, Central Region - Nakawa, Salaama Rd
166, Avar Lab Supplies Ltd, NDA/PRE/MDV/2475, Medical Devices, 15/12/2017, 192535, Geofrey Baluku, KAMPALA, Central Region - Nakawa, Wilson Street
167, AVEM PHARMACY, NDA/PRE/EXT/2912, External Store, 30/01/2018, 1155, THOPE MANASSEH, MASAKA, Central Region - Nakawa, KAMPALA ROAD
168, AVEM PHARMACY LTD, NDA/PRE/WHP/0060, Wholesale Pharmacy, 23/11/2017, 1155, THOPE MANASSEH, MASAKA, Central Region - Nakawa, MASAKA - KAMPALA ROAD
169, AVENTIS PHARMACY LTD, NDA/PRE/RTP/2153, Retail Pharmacy, 16/01/2018, 648, Catherine Birabwa, Mukono, South Eastern Region - Jinja, Kyagwe Road
170, Aventis Pharmacy Ltd - Nateete, NDA/PRE/RTP/1432, Retail Pharmacy, 26/10/2017, 648, Catherine Birabwa, KAMPALA, Central Region - Nakawa, Masaka Rd
171, Avion Pharmacy, NDA/PRE/RTP/2166, Retail Pharmacy, 27/04/2018, 1223, YUSUF MUKASA, KAMPALA, Central Region - Nakawa, Kirombe Rd
172, AXIS PHARMACY - Busia, NDA/PRE/EXT/3557, External Store, 26/06/2018, 1195, DEUS KAFEERO, BUSIA, Eastern Region - Tororo, CUSTOMS ROAD - ARUBAINE 'A'
173, AXIS PHARMACY LIMITED - Busia, NDA/PRE/WHP/1918, Wholesale Pharmacy, 08/05/2018, 1036a, DAVID KRUGER, BUSIA, Eastern Region - Tororo, CUSTOMS
174, AXIS PHARMACY LTD - Mbale, NDA/PRE/RTP/2445, Retail Pharmacy, 10/11/2017, 1041, DENNIS AMUKA, MBALE, Eastern Region - Tororo, BISHOP WASIKYE ROAD
175, AYDEN PHARMACEUTICALS LIMITED, NDA/PRE/WHP/0241, Wholesale Pharmacy, 08/12/2017, 861, Amin Karima, KAMPALA, Central Region - Nakawa, William Street
176, B. J. PHARMACY HOIMA, NDA/PRE/RTP/2005, Retail Pharmacy, 03/01/2018, 372, John Gatare, Hoima, Western Region - Hoima, Street
177, B.D.H LABORATORY SUPPLIES (U) LTD, NDA/PRE/MDV/2557, Medical Devices, 10/01/2018, E/5396, PATEL RAMESHBHAI, KAMPALA, Central Region - Nakawa, 6TH STREET
178, Bacton Limited, NDA/PRE/RTP/0982, Retail Pharmacy, 30/11/2017, 1066, Isaac Kayondo, WAKISO, Central Region - Nakawa, Gayaza Rd
179, Baka Pharmaceuticals Ltd, NDA/PRE/RTP/0409, Retail Pharmacy, 02/01/2018, 416, JOSEPH LUBEGA, KAMPALA, Central Region - Nakawa, Luwum Strt
180, Baka Pharmaceuticals Ltd, NDA/PRE/WHP/0410, Wholesale Pharmacy, 31/01/2018, 772, Nabadda Faridah, KAMPALA, Central Region - Nakawa, Luwum Strt
181, Bakers Pharmacy Ltd, NDA/PRE/RTP/2407, Retail Pharmacy, 18/10/2017, 726, Derek Kamulegeye, WAKISO, Central Region - Nakawa, Bweya Road
182, BALAJI MEDICAL CARE LIMITED, NDA/PRE/PMA/2725, Pharmaceutical Manufacturer A, 08/12/2017, 12998, Akoth Owor, KAMPALA, Central Region - Nakawa, KYEBANDO
183, BALAJI MEDICAL CARE LTD, NDA/PRE/MDV/2831, Medical Devices, 11/01/2018, 12998, Akoth Owor, KAMPALA, Central Region - Nakawa, WILLIAM STREET
184, BAMKES PHARMACEUTICALS LIMITED, NDA/PRE/RTP/3225, Retail Pharmacy, 29/01/2018, 1128, EDWARD LUKYAMUZI, Ibanda, South Western Region - Mbarara, MAIN STREET
185, Baron Pharmacy International, NDA/PRE/RTP/0423, Retail Pharmacy, 11/12/2017, 939, Maureen Nankwanga, WAKISO, Central Region - Nakawa, Kamuli Rd
186, BARON PHARMACY INTERNATIONAL, NDA/PRE/RTP/0994, Retail Pharmacy, 09/01/2018, 762, SHAMIM CAIRO, KAMPALA, Central Region - Nakawa, KISALOSALO TAXI STAGE
187, Basiibye Pharmacy Limited, NDA/PRE/WHP/2086, Wholesale Pharmacy, 08/01/2018, 339, Muwaza Allan, MASAKA, Central Region - Nakawa, Birch Avenue
188, Bassar Wholesale Vet Pharmacy, NDA/PRE/WHP/0370, Wholesale Pharmacy, 07/11/2017, 910, Joseph Nsubuga, KAMPALA, Central Region - Nakawa, Nakivubo Place
189, BATAM PHARMACY (U) LTD, NDA/PRE/RTP/1455, Retail Pharmacy, 16/11/2017, 920, PATRICK MISINDE, Iganga, South Eastern Region - Jinja, Bugiri Road
190, Bbosa Pharmacy, NDA/PRE/RTP/0890, Retail Pharmacy, 22/12/2017, 905, ALICE NANSUBUGA, KIBOGA, Western Region - Hoima, SAZA
191, BD PHARMACEUTICALS LTD, NDA/PRE/WHP/0764, Wholesale Pharmacy, 21/12/2017, 1140, DAN MUZOORA, Mbarara, South Western Region - Mbarara, High Street
192, BENELUX PHARMACEUTICALS LTD., NDA/PRE/RTP/0902, Retail Pharmacy, 22/01/2018, 883, JOSEPH KIBIRIGE, Kabarole, Western Region - Hoima, Rwenzori Road
193, BENLE CONSULT LIMITED, NDA/PRE/WHP/2067, Wholesale Pharmacy, 11/12/2017, 833, IAN SSEMPALA, KAMPALA, Central Region - Nakawa, Mawanda Rd
194, Bepa Pharmacy Ltd, NDA/PRE/RTP/0230, Retail Pharmacy, 03/11/2017, 649, EDWIN BBOSA, MPIGI, Central Region - Nakawa, Masaka Rd
195, BERAKHA PHARMA INTERNATIONAL LIMITED, NDA/PRE/RTP/2527, Retail Pharmacy, 10/11/2017, 760, SARAH OLIA, WAKISO, Central Region - Nakawa, KAZINGA
196, BESTRO PHARMACY LIMITED, NDA/PRE/RTP/1171, Retail Pharmacy, 17/11/2017, 597, EVANSON  GATHII, Hoima, Western Region - Hoima, MAIN STREET
197, BETA HEALTHCARE UGANDA LIMITED, NDA/PRE/WHP/0402, Wholesale Pharmacy, 03/01/2018, 542, Banobere Mwigo, KAMPALA, Central Region - Nakawa, 3rd ST
198, Betamed Pharmacy Ltd, NDA/PRE/RTP/1409, Retail Pharmacy, 24/11/2017, 351, Loy Gwoyita, KAMPALA, Central Region - Nakawa, Kabowa Rd
199, BETHSAIDA PHARMACY LTD, NDA/PRE/RTP/1166, Retail Pharmacy, 21/11/2017, 759, GEORGE  KAZIBWE, KAKUMIRO, Western Region - Hoima, TRADING CENTRE
200, Better Health Pharmacy, NDA/PRE/RTP/1557, Retail Pharmacy, 13/11/2017, 1084, Asaad Ssemango, WAKISO, Central Region - Nakawa, Zirobwe Road
201, Beyond Logistics Ltd, NDA/PRE/EXT/2056, External Store, 15/12/2017, 403, Paul Njala, WAKISO, Central Region - Nakawa, Link Rd
202, BEYOND LOGISTICS LTD, NDA/PRE/WHP/2352, Wholesale Pharmacy, 15/12/2017, 403, Paul Njala, WAKISO, Central Region - Nakawa, Link Rd
203, BF Investments, NDA/PRE/RTP/3135, Retail Pharmacy, 19/12/2017, 1024, CHARLES MUKISA, Kamuli, South Eastern Region - Jinja, Rubaga Road
204, BHL HEALTHCARE LIMITED, NDA/PRE/WHP/0187, Wholesale Pharmacy, 07/02/2018, 478, ALFRED KIIZA, KAMPALA, Central Region - Nakawa, MACKENZIE VALE RD, KOLOLO
205, Big Choice Pharmaceuticals Limited, NDA/PRE/RTP/1672, Retail Pharmacy, 12/12/2017, 450, Joanita Namutebi, KAMPALA, Central Region - Nakawa, Kawempe Rd
206, BIGOGO PHARMACEUTICALS LIMITED, NDA/PRE/WHP/2008, Wholesale Pharmacy, 21/02/2018, 878, Kangave Basajjasubi, KYANKWANZI, Western Region - Hoima, TOWN
207, BIGYEX PHARMACY LTD, NDA/PRE/RTP/2882, Retail Pharmacy, 20/11/2017, 1109, MELVIN BYARUHANGA, KAKUMIRO, Western Region - Hoima, IGAYAZA TOWN
208, BIMEDA UGANDA LIMITED, NDA/PRE/WHP/0273, Wholesale Pharmacy, 14/11/2017, 630, Festo Ssenyonjo, KAMPALA, Central Region - Nakawa, Stadium Rd
209, BIOGEN PHARMA LIMITED, NDA/PRE/WHP/0115, Wholesale Pharmacy, 09/11/2017, 351, Loy Gwoyita, KAMPALA, Central Region - Nakawa, Wilson Rd
210, Biogen Pharma Ltd, NDA/PRE/RTP/2091, Retail Pharmacy, 06/07/2018, 434, WILLIAM P'JATHIM, Jinja, South Eastern Region - Jinja, NAPIER ROAD
211, BIOGEN PHARMA LTD, NDA/PRE/WHP/0539, Wholesale Pharmacy, 15/03/2018, 580, Eleth Nyirankusi, KAMPALA, Central Region - Nakawa, JOHNSON STREET
212, Biogen Pharma Ltd, NDA/PRE/WHP/2090, Wholesale Pharmacy, 02/11/2017, 673, David  Oik, Jinja, South Eastern Region - Jinja, Main Street
213, BIOMART EXPERTS LTD, NDA/PRE/MDV/3300, Medical Devices, 05/03/2018, n/a, WALTER MWEBAZE, KAMPALA, Central Region - Nakawa, KISASI-KYANJA RD
214, BIOMED AFRICA LIMITED, NDA/PRE/WHP/0919, Wholesale Pharmacy, 23/10/2017, 445, Ismail Roshan, KAMPALA, Central Region - Nakawa, RASHID KHAMIS RD
215, Biomed Systems Centre Ltd, NDA/PRE/MDV/1909, Medical Devices, 25/01/2018, 4120120025, Joel Akabway, KAMPALA, Central Region - Nakawa, Semawata Rd
216, BIOMEDICS PRODUCTS LTD, NDA/PRE/MDV/1874, Medical Devices, 15/01/2018, -, RWAMANYWOHA GILBERT, KAMPALA, Central Region - Nakawa, Weranga Rd
217, BIOMET LABORATORY SUPPLIES LIMITED, NDA/PRE/MDV/3210, Medical Devices, 22/01/2018, 23496, EMMANUEL WASSWA, KAMPALA, Central Region - Nakawa, WILSON STREET
218, Birungi 23 Limited, NDA/PRE/RTP/2186, Retail Pharmacy, 10/04/2018, 1206, JUDE NATTE, WAKISO, Central Region - Nakawa, Kitoro Rd
219, Birungi Pharmacy, NDA/PRE/RTP/3159, Retail Pharmacy, 27/12/2017, 1024, CHARLES MUKISA, Mukono, South Eastern Region - Jinja, Nabuti
220, Bittachon Pharmacy, NDA/PRE/RTP/0188, Retail Pharmacy, 20/11/2017, 595, Hope Achiro, KAMPALA, Central Region - Nakawa, Bombo Rd
221, BIVAN PHARMACY, NDA/PRE/RTP/1125, Retail Pharmacy, 30/11/2017, 844, Nakamya Petranilla, Mukono, South Eastern Region - Jinja, Trading Centre
222, BIYINZIKA PHARMACY, NDA/PRE/RTP/1052, Retail Pharmacy, 01/12/2017, 561, GEORGE NDAWULA, Jinja, South Eastern Region - Jinja, Clive Road
223, BKI Pharmacy Ltd, NDA/PRE/RTP/1029, Retail Pharmacy, 28/12/2017, 765, Oyaga Asimwe, Jinja, South Eastern Region - Jinja, Clive Rd West
224, Blessed Pharmacy, NDA/PRE/RTP/2232, Retail Pharmacy, 21/12/2017, 1071, Edel Masembe, Mukono, South Eastern Region - Jinja, Jinja-Kampala Highway
225, BLISS PHARMACY LTD, NDA/PRE/WHP/3586, Wholesale Pharmacy, 13/07/2018, 1199, ENOCK KANDARUKU, PALLISA, Eastern Region - Tororo, OUTA ROAD
226, BLTIM PHARMACY, NDA/PRE/RTP/2591, Retail Pharmacy, 18/01/2018, 642, REWARD YIKII, Jinja, South Eastern Region - Jinja, MAIN STREET
227, Blue Water Pharmacy, NDA/PRE/RTP/0190, Retail Pharmacy, 05/12/2017, 988, Oscar    .P. Okidi, WAKISO, Central Region - Nakawa, Bweyogerere T/C
228, B-Mart Pharmaceuticals Ltd, NDA/PRE/RTP/1754, Retail Pharmacy, 11/12/2017, 939, Maureen Nankwanga, WAKISO, Central Region - Nakawa, Town Council
229, BOAPAR PHARMACY, NDA/PRE/RTP/0113, Retail Pharmacy, 13/02/2018, 932, MARVIN BULEERA, WAKISO, Central Region - Nakawa, OPP U-SAVE SUPERMARKET
230, BOOM HEALTH PHARMA LTD, NDA/PRE/RTP/3021, Retail Pharmacy, 11/01/2018, 447, ROSE MARIE ABER, KAMPALA, Central Region - Nakawa, NAJJERA ROAD
231, Boots Pharmaceuticals, NDA/PRE/EXT/2504, External Store, 18/01/2018, 392, Idd Iwumbwe, KAMPALA, Central Region - Nakawa, Bukoto
232, BOOTS PHARMACEUTICALS LIMITED, NDA/PRE/WHP/0383, Wholesale Pharmacy, 30/12/2017, 392, Iwumbwe Idd, KAMPALA, Central Region - Nakawa, Ntinda Road
233, Breeze Pharmacy - Mutungo, NDA/PRE/RTP/0344, Retail Pharmacy, 11/04/2018, 1177, GILBERT AYEBARE, KAMPALA, Central Region - Nakawa, BIINA ROAD
234, Briande Investments Ltd, NDA/PRE/RTP/0298, Retail Pharmacy, 14/11/2017, 723, VICTORIA NANNONO, WAKISO, Central Region - Nakawa, Entebbe Rd
235, Buddu Pharmacy Ltd, NDA/PRE/RTP/0011, Retail Pharmacy, 30/01/2018, 234, Dunstan Wamala, MASAKA, Central Region - Nakawa, Elgin Road
236, Buffalo Health Care - Kabalagala, NDA/PRE/RTP/1383, Retail Pharmacy, 27/10/2017, 994, Frank Sentamu, KAMPALA, Central Region - Nakawa, Muyenga Rd
237, BUFFALO HEALTH CARE LTD, NDA/PRE/WHP/0074, Wholesale Pharmacy, 08/02/2018, 971, CHARITY MUBEEZI, KAMPALA, Central Region - Nakawa, Muyenga Rd
238, Buffalo Healthcare Ltd, NDA/PRE/WHP/1785, Wholesale Pharmacy, 03/04/2018, 621, FRANCIS OCANYA, KAMPALA, Central Region - Nakawa, Buganda Rd
239, Buffalo Healthcare Ltd -Kansanga, NDA/PRE/RTP/0988, Retail Pharmacy, 09/11/2017, 1054, IVAN SEGAWA, KAMPALA, Central Region - Nakawa, Ggaba Rd
240, BUFUMBIRA MAMA PHARMACY LTD, NDA/PRE/RTP/3435, Retail Pharmacy, 26/04/2018, 1210, OLIVER KUSHEMERERWA, Kisoro, South Western Region - Mbarara, KABALE ROAD
241, BUGOLO HEALTH CARE PHARMACEUTICALS LTD, NDA/PRE/WHP/0924, Wholesale Pharmacy, 02/01/2018, 479, MARGARET ABIGABA, KAGADI, Western Region - Hoima, TRADING CENTRE
242, Bukanga Pharmacy, NDA/PRE/RTP/1224, Retail Pharmacy, 08/11/2017, 1104, Claire Banura, KAMPALA, Central Region - Nakawa, Martin Rd
243, BUKWIRI PHARMACY LIMITED, NDA/PRE/RTP/2502, Retail Pharmacy, 27/11/2017, 1127, DAN KUGUMINKIRIZA, KYANKWANZI, Western Region - Hoima, TRADING CENTER
244, Bundibugyo Pharmacy Limited, NDA/PRE/RTP/0916, Retail Pharmacy, 29/06/2018, 1169, DOROTHY ABIGABA, Bundibugyo, Western Region - Hoima, Fortportal Road
245, Bundibugyo Pharmacy Limited, NDA/PRE/WHP/0917, Wholesale Pharmacy, 29/05/2018, 1169, DOROTHY ABIGABA, Bundibugyo, Western Region - Hoima, Road
246, BUSIA COMMUNITY MEDICAL SERVICES LTD, NDA/PRE/EXT/3610, External Store, 24/07/2018, 1-3824, JAMES OJOM, BUSIA, Eastern Region - Tororo, CUSTOMS ROAD
247, BUSIA PHARMACY LTD, NDA/PRE/RTP/1364, Retail Pharmacy, 01/06/2018, 1171, EVELYN ENUMU, BUSIA, Eastern Region - Tororo, Jinja Road
248, Busia Pharmacy Ltd, NDA/PRE/WHP/0143, Wholesale Pharmacy, 03/01/2018, 643, ERIC  UWIDUHAYE, BUSIA, Eastern Region - Tororo, Jinja Rd
249, BUSIMBI PHARMACEUTICALS LTD, NDA/PRE/RTP/1163, Retail Pharmacy, 12/11/2017, 759, GEORGE KAZIBWE, MITYANA, Western Region - Hoima, STREET
250, BUSINGE PHARMACY LIMITED, NDA/PRE/WHP/1899, Wholesale Pharmacy, 08/01/2018, 665, JULIUS MWIJUKYE, Kyenjojo, Western Region - Hoima, KAMPALA ROAD
251, BUSOGA FARM SUPPLY VET SHOP, NDA/PRE/WHP/2468, Wholesale Pharmacy, 21/11/2017, 858, KULUSUM NAIGAGA, Jinja, South Eastern Region - Jinja, ALDINA ROAD
252, BYAKUWAWO WHOLESALE PHARMACY, NDA/PRE/EXT/3108, External Store, 12/12/2017, 775, MICHEAL NSEREKO, Iganga, South Eastern Region - Jinja, SAZA ROAD
253, BYAKUWAWO WHOLESALE PHARMACY, NDA/PRE/WHP/2267, Wholesale Pharmacy, 10/12/2017, 775, MICHEAL NSEREKO, Iganga, South Eastern Region - Jinja, Saza Road
254, BYAMAKA PHARMACEUTICAL COMPANY LTD, NDA/PRE/WHP/0627, Wholesale Pharmacy, 13/03/2018, 332, Byamukama Aggrey, Mbarara, South Western Region - Mbarara, Buremba Rd
255, Byamaka Pharmaceuticals Co. Ltd, NDA/PRE/RTP/0625, Retail Pharmacy, 17/11/2017, 332, Byamukama Aggrey, Mbarara, South Western Region - Mbarara, Buremba Rd
256, Byansi Medicare Ltd, NDA/PRE/RTP/0299, Retail Pharmacy, 22/12/2017, 578, Bakidde Brian, KAMPALA, Central Region - Nakawa, By pass Rd
257, Byansi Services Ltd, NDA/PRE/WHP/0359, Wholesale Pharmacy, 22/12/2017, 811, KARUNGI ASIIMWE, MASAKA, Central Region - Nakawa, Kampala Rd
258, C & A PHARMACEUTICALS LTD, NDA/PRE/EXT/2667, External Store, 03/11/2017, 317, Carol Ntegeka, KAMPALA, Central Region - Nakawa, None
259, C & A Pharmaceuticals Ltd, NDA/PRE/RTP/0047, Retail Pharmacy, 30/10/2017, 317, Carol Ntegeka, KAMPALA, Central Region - Nakawa, Kabalagala
260, C & A Pharmaceuticals Ltd, NDA/PRE/RTP/0073, Retail Pharmacy, 11/04/2018, 797, DIANA AMANYA, KAMPALA, Central Region - Nakawa, SPRING ROAD
261, C & A PHARMACEUTICALS LTD, NDA/PRE/RTP/1386, Retail Pharmacy, 11/04/2018, 317, Carol Ntegeka, KAMPALA, Central Region - Nakawa, VILLAGE MALL BUGOLOBI
262, C & A. PHARMACEUTICALS LTD, NDA/PRE/RTP/0738, Retail Pharmacy, 11/04/2018, 1184, SIMON BULIGWANGA, KAMPALA, Central Region - Nakawa, ACACIA PLACE
263, C.K.I Pharmaceutical Product Ltd, NDA/PRE/RTP/0661, Retail Pharmacy, 17/01/2018, 394, NDAGIJE MSOZI, KAMPALA, Central Region - Nakawa, Namirembe Road
264, C.K.I Pharmaceutical Products Ltd, NDA/PRE/WHP/0662, Wholesale Pharmacy, 12/02/2018, 400, Masayi Herbert, KAMPALA, Central Region - Nakawa, Namirembe Road
265, Cabana Sisters' Pharmacy, NDA/PRE/RTP/1827, Retail Pharmacy, 14/12/2017, 470, Nakamya Anthonia, KAMPALA, Central Region - Nakawa, Kawuku
266, Cadhan Pharmacy Ltd, NDA/PRE/RTP/2435, Retail Pharmacy, 27/02/2018, 1037, ARINAITWE SAMUEL, KAMPALA, Central Region - Nakawa, Makerere Hill Rd, Nakulabye
267, Cait-Sen Enterprises Ltd, NDA/PRE/RTP/1931, Retail Pharmacy, 20/11/2017, 1011, Nakkazi Nakato, KAMPALA, Central Region - Nakawa, Kavule, Makindye
268, CAMRAD PHARMACEUTICALS LTD, NDA/PRE/RTP/3160, Retail Pharmacy, 16/08/2018, 1225, HASSAN MUSULO, Mukono, South Eastern Region - Jinja, SEETA
269, Capacities for Health Consults (U) Ltd, NDA/PRE/RTP/0695, Retail Pharmacy, 24/10/2018, 1153, OPIO BEN, KAMPALA, Central Region - Nakawa, Mutungo Rd
270, Cape Pharmacy Kampala Ltd, NDA/PRE/RTP/1347, Retail Pharmacy, 20/11/2017, 898, Mutabaazi Isaac, KAMPALA, Central Region - Nakawa, Munyonyo Rd
271, Cape Pharmacy Ltd, NDA/PRE/RTP/1910, Retail Pharmacy, 20/11/2017, 898, Mutabaazi Isaac, KAMPALA, Central Region - Nakawa, Munyonyo Rd
272, CARDEN PHARMACY LTD, NDA/PRE/RTP/1440, Retail Pharmacy, 30/09/2018, 1179, BAHAATI BERNERD, Mukono, South Eastern Region - Jinja, Namilyango Rd
273, Care Plus Pharmacy Ltd - Makindye, NDA/PRE/RTP/0229, Retail Pharmacy, 14/12/2017, 709, Patrick Odongo, KAMPALA, Central Region - Nakawa, Makindye
274, CARE POINT PHARMACY, NDA/PRE/RTP/1517, Retail Pharmacy, 15/01/2018, 1129, LUZZA BONNY, KAMPALA, Central Region - Nakawa, Kisalosalo
275, CARLOS PHARMACY, NDA/PRE/RTP/3508, Retail Pharmacy, 05/06/2018, 1199, ENOCK KANDARUKU, Koboko, West Nile Region - Arua, SAMUEL BABA ROAD
276, Caroga Microhaem Ltd, NDA/PRE/MDV/2249, Medical Devices, 10/01/2018, 221120, Cedric Gakwerere, KAMPALA, Central Region - Nakawa, Kakungulu Road
277, CASE MEDICAL CENTRE LIMITED, NDA/PRE/RTP/0311, Retail Pharmacy, 14/11/2017, 772, FARIDAH NABADDA, KAMPALA, Central Region - Nakawa, Buganda Rd
278, CASE PLUS PHARMACY, NDA/PRE/RTP/1021, Retail Pharmacy, 30/11/2017, 1142, WILSON MWESIGWA, KAMPALA, Central Region - Nakawa, Ttula Road
279, CASHINS MEDICAL EQUIPMENT & STORES LTD, NDA/PRE/MDV/2632, Medical Devices, 05/01/2018, 2009, KATEMBA CRISPUS, WAKISO, Central Region - Nakawa, ENTEBBE ROAD
280, CASSIA PHARMACY LTD, NDA/PRE/RTP/0788, Retail Pharmacy, 03/01/2018, 375, ASHRAF KASUJJA, WAKISO, Central Region - Nakawa, Kiira Rd
281, Catalpa Pharmacy, NDA/PRE/RTP/0309, Retail Pharmacy, 26/04/2018, 1216, NELSON MANDELA, Lira, Northern Region - Lira, Ngetta Rd
282, CEDAR PHARMACEUTICALS LIMITED, NDA/PRE/RTP/2529, Retail Pharmacy, 18/11/2017, 538, AGAARA, KAMPALA, Central Region - Nakawa, NAMUWONGO
283, Cedars Pharmacy, NDA/PRE/RTP/0600, Retail Pharmacy, 08/12/2017, 946, Robert Musimbago, KAMPALA, Central Region - Nakawa, Hoima Rd
284, CEE K-BRANDS LIMITED, NDA/PRE/WHP/0327, Wholesale Pharmacy, 25/10/2017, 797, DIANA AMANYA, KAMPALA, Central Region - Nakawa, 1st Street
285, Cemboh Pharmaceuticals Ltd, NDA/PRE/RTP/1658, Retail Pharmacy, 16/10/2017, 900, Brian Muyinda, WAKISO, Central Region - Nakawa, Trading Centre
286, CHANNEL PARTNERS LIMITED, NDA/PRE/RTP/2829, Retail Pharmacy, 07/12/2017, 1107, CAROLINE BIRUNGI, KAMPALA, Central Region - Nakawa, NAMGONGO
287, charis pharmaceuticals limited, NDA/PRE/RTP/3552, Retail Pharmacy, 25/06/2018, 448, PHEONA NSUBUGA, WAKISO, Central Region - Nakawa, Entebbe road
288, CHARLINE (U) LTD, NDA/PRE/RTP/2499, Retail Pharmacy, 14/12/2017, 675, PAUL KIWENDO, KAMPALA, Central Region - Nakawa, 8TH STREET
289, CHEM-LABS HEALTH CARE LIMITED, NDA/PRE/MDV/1912, Medical Devices, 05/12/2017, 13530, Ayub Magombe, KAMPALA, Central Region - Nakawa, Entebbe Rd
290, CHEMMART  (U) LIMITED, NDA/PRE/MDV/3195, Medical Devices, 12/01/2018, 12741, Nguttu Mary, KAMPALA, Central Region - Nakawa, Bugolobi
291, Christa Pharmacy, NDA/PRE/RTP/0224, Retail Pharmacy, 23/03/2018, 1004, Faith Niwenyesiga, KAMPALA, Central Region - Nakawa, Bombo Rd
292, CHRISTEN PHARMACY, NDA/PRE/WHP/1221, Wholesale Pharmacy, 03/04/2018, 821, ALLAN  KASIBANTE, LUWERO, Central Region - Nakawa, Gulu Highway
293, CHRISTINE,JENIS PHARMACY LIMITED, NDA/PRE/RTP/1255, Retail Pharmacy, 29/03/2018, 687, Nsereko Godfrey, WAKISO, Central Region - Nakawa, KAMULI ROAD
294, CIPI PHARMACY LTD, NDA/PRE/RTP/1206, Retail Pharmacy, 19/01/2018, 685, ALLEN NABANOBA, Mukono, South Eastern Region - Jinja, Seeta
295, CIPLA QUALITY CHEMICAL INDUSTRIES LIMITED, NDA/PRE/PMC/1847, Pharmaceutical Manufacturer C, 16/11/2017, 503, Samuel Opio, KAMPALA, Central Region - Nakawa, 1st Ring Road
